Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,AQI
2015-09-01,25.491453658536585,126.59,8.94,38.72,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-02,25.491453658536585,126.59,8.94,45.2,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-03,25.491453658536585,126.59,8.94,52.07,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-04,25.491453658536585,126.59,8.94,54.44,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-05,25.491453658536585,126.59,8.94,51.49,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-06,25.491453658536585,126.59,8.94,40.51,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-07,25.491453658536585,126.59,8.94,33.59,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-08,25.491453658536585,126.59,8.94,52.77,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-09,25.491453658536585,126.59,8.94,45.86,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-10,25.491453658536585,126.59,8.94,65.23,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-11,25.491453658536585,126.59,8.94,67.7,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-12,25.491453658536585,126.59,8.94,53.31,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-13,25.491453658536585,126.59,8.94,49.33,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-14,25.491453658536585,126.59,8.94,37.42,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-15,25.491453658536585,126.59,8.94,26.27,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-16,25.491453658536585,126.59,8.94,38.43,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-17,25.491453658536585,126.59,8.94,10.81,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-18,25.491453658536585,126.59,8.94,10.83,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-19,25.491453658536585,126.59,8.94,11.46,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-20,25.491453658536585,126.59,8.94,30.68,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-21,25.491453658536585,126.59,8.94,18.24,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-22,25.491453658536585,126.59,8.94,27.42,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-23,25.491453658536585,126.59,8.94,37.69,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-24,25.491453658536585,126.59,8.94,36.61,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-25,25.491453658536585,126.59,8.94,58.28,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-26,25.491453658536585,126.59,8.94,61.58,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-27,25.491453658536585,126.59,8.94,60.09,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-28,25.491453658536585,126.59,8.94,56.93,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-29,25.491453658536585,126.59,8.94,65.55,0,193.8541945131069,17.23999999960797,0,0,76
2015-09-30,25.491453658536585,126.59,8.94,96.75,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-01,25.491453658536585,126.59,8.94,96.91,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-02,25.491453658536585,126.59,8.94,57.75,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-03,25.491453658536585,126.59,8.94,42.06,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-04,25.491453658536585,126.59,8.94,58.73,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-05,25.491453658536585,126.59,8.94,66.33,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-06,25.491453658536585,126.59,8.94,76.95,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-07,25.491453658536585,126.59,8.94,101.49,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-08,25.491453658536585,126.59,8.94,89.04,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-09,25.491453658536585,126.59,8.94,36.82,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-10,25.491453658536585,126.59,8.94,32.81,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-11,25.491453658536585,126.59,8.94,44.91,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-12,25.491453658536585,126.59,8.94,46.38,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-13,25.491453658536585,126.59,8.94,57.37,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-14,25.491453658536585,126.59,8.94,76.35,0,193.8541945131069,17.23999999960797,0,0,76
